question_id,role_id,masco_code,role_title,locale,category,difficulty,question_text,anchor_type,anchor_text,global_anchor_standard,global_anchor_record_id,global_anchor_url,global_anchor_license_id,interview_method_sources,authoring_method,answer_framework,answer_guidance,strong_evidence_signals,watch_out_for,follow_up_question,quality_score_100,review_status,safety_note
M313301-GQ07,M313301,313301,Chemical Processing Plant Controller / Supervisor,en-MY,technical,advanced,What controls and quality checks would you apply when handling: good manufacturing practices? Explain the main trade-offs.,skill,good manufacturing practices,ESCO 1.2.1,http://data.europa.eu/esco/skill/13f22eb5-e3a8-405a-9d89-c8124d4a239a,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",Which failure mode would concern you most?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313301-GQ08,M313301,313301,Chemical Processing Plant Controller / Supervisor,en-MY,technical,advanced,How would you measure performance and improve the way this work is done: manage chemical testing procedures?,skill,manage chemical testing procedures,ESCO 1.2.1,http://data.europa.eu/esco/skill/abcfd4de-3b3d-48ed-a002-36071bad8d46,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.","What data would you trust, and what are its limitations?",88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313301-GQ09,M313301,313301,Chemical Processing Plant Controller / Supervisor,en-MY,situational,intermediate,"A priority changes while you are responsible for: Chemical Processing Plant Controller / Supervisor. How would you reassess, communicate, and deliver?",role_title,Chemical Processing Plant Controller / Supervisor,MASCO 2020,M313301,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,assess-act-communicate-review,"Clarify facts, prioritise risk, act within authority, communicate, escalate when needed, and confirm resolution.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would cause you to escalate?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313301-GQ10,M313301,313301,Chemical Processing Plant Controller / Supervisor,en-MY,situational,advanced,"You notice a quality, safety, or compliance risk related to: Chemical Processing Plant Controller / Supervisor. What would you do first, and why?",role_title,Chemical Processing Plant Controller / Supervisor,MASCO 2020,M313301,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,assess-act-communicate-review,"Clarify facts, prioritise risk, act within authority, communicate, escalate when needed, and confirm resolution.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you document and close the issue?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313301-GQ11,M313301,313301,Chemical Processing Plant Controller / Supervisor,en-MY,career_growth,foundation,"Which capability would you most need to strengthen to excel as a Chemical Processing Plant Controller / Supervisor, and how would you develop it?",role_title,Chemical Processing Plant Controller / Supervisor,MASCO 2020,M313301,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=374,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,capability-gap-plan,"Identify one relevant capability, explain why it matters, and give a specific learning and application plan.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you demonstrate progress?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313301-GQ12,M313301,313301,Chemical Processing Plant Controller / Supervisor,en-MY,employer_question,foundation,What would you ask the interviewer to understand how success is measured for the Chemical Processing Plant Controller / Supervisor role?,role_title,Chemical Processing Plant Controller / Supervisor,MASCO 2020,M313301,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=374,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,informed-question,"Ask a concise question about expectations, measures of success, support, or near-term priorities.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would the answer influence your priorities?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313401-GQ01,M313401,313401,Gas Plant Operator,en-MY,introduction,foundation,Give me a concise overview of your experience and explain how it prepares you for the Gas Plant Operator role.,role_title,Gas Plant Operator,MASCO 2020,M313401,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=374,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,concise-summary,"State your current professional focus, two relevant strengths, one evidence point, and why those fit this role.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",Which achievement best demonstrates your readiness?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313401-GQ02,M313401,313401,Gas Plant Operator,en-MY,motivation,foundation,"Why are you interested in the Gas Plant Operator role, and what value would you aim to deliver in the first six months?",role_title,Gas Plant Operator,MASCO 2020,M313401,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=374,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,motivation-fit-evidence,"Connect your motivation to the work, show that you understand the role, and support the fit with evidence.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would you need to learn first?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313401-GQ03,M313401,313401,Gas Plant Operator,en-MY,behavioural,intermediate,"Tell me about a time your work involved this responsibility: comply with pipeline transport regulations. What did you do, and what changed as a result?",skill,comply with pipeline transport regulations,ESCO 1.2.1,http://data.europa.eu/esco/skill/90cac92e-bda6-4739-a754-6a2172df7c2f,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What evidence shows that your action made a difference?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313401-GQ04,M313401,313401,Gas Plant Operator,en-MY,behavioural,advanced,"Describe a difficult decision connected to: Monitor equipment functioning, observe temperature, level, and flow gauges, and perform regular unit checks to ensure that all equipment is operating as it should.. How did you evaluate the options and consequences?",task,"Monitor equipment functioning, observe temperature, level, and flow gauges, and perform regular unit checks to ensure that all equipment is operating as it should.",O*NET 31.0,51-8092.00|task:14287,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would you do differently now?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
