match_id,role_id,masco_code,masco_title,global_source_standard,global_source_code,global_source_title,mapping_method,title_similarity_0_100,mapping_confidence,source_record_id,source_url,license_id,source_description,review_status
M324104-M01,M324104,324104,Veterinary Nurse,ESCO 1.2.1,3240.2.4,veterinary nurse,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/24f1eb3a-e99c-4c38-9bda-ba2ba6bf9fa4,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,Veterinary nurses support animals undergoing veterinary treatment and give advice to veterinary clients in the promotion of animal health and disease prevention in accordance with national legislation.,crosswalk_reviewed_in_source_project
M324104-M02,M324104,324104,Veterinary Nurse,OSCA 2024 Version 1.0,341231,Veterinary Nurse,title_similarity,100,high,341231,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Cares for animals under treatment or in temporary residence at veterinary facilities, and assists Veterinarians to perform procedures and operations",human_mapping_review_required
M324105-M01,M324105,324105,Animal Therapist,ESCO 1.2.1,2250.4,animal therapist,MASCO_crosswalk,100,not_established,http://data.europa.eu/esco/occupation/0b2d3242-22a3-4de5-bd29-efd39cdf2c31,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,Animal therapists provide a therapeutic treatment following veterinary diagnosis or referral.,crosswalk_reviewed_in_source_project
M324107-M01,M324107,324107,Assistant Veterinary Officer Grade G5,ESCO 1.2.1,3240.2,veterinary technician,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/99ebf2c2-1811-4c77-b2e6-7008cba29ea0,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,Veterinary technicians provide the technical and administrative support to the veterinarian in accordance with national legislation.,crosswalk_reviewed_in_source_project
M325101-M01,M325101,325101,Dental Aide/Assistant,ESCO 1.2.1,3251.1,dental chairside assistant,MASCO_crosswalk,100,medium,http://data.europa.eu/esco/occupation/bdc74965-1d1a-4f8e-a490-9cf71f494e02,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Dental chairside assistants support dental practitioners in clinical treatments, as preparation and helping in practical execution and follow-up, and administrative tasks under supervision and following the orders of the dental practitioner.",crosswalk_reviewed_in_source_project
M325101-M03,M325101,325101,Dental Aide/Assistant,NOC 2021 Version 1.0,33100,Dental assistants and dental laboratory assistants,title_similarity,67,medium,33100,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE,This group performs some or all of the following duties:; Dental assistants; Prepare patients for dental examination and assist the dentist during examinations and dental treatments,human_mapping_review_required
M325101-M02,M325101,325101,Dental Aide/Assistant,O*NET 31.0,31-9091.00,Dental Assistants,title_similarity,80,medium,31-9091.00,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,"Perform limited clinical duties under the direction of a dentist. Clinical duties may include equipment preparation and sterilization, preparing patients for treatment, assisting the dentist during treatment, and providing patients with instructions for oral healthcare procedures. May perform administrative duties such as scheduling appointments, maintaining medical records, billing, and coding information for insurance purposes.",human_mapping_review_required
M325101-M04,M325101,325101,Dental Aide/Assistant,OSCA 2024 Version 1.0,442331,Dental Assistant,title_similarity,80,medium,442331,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Prepares patients for dental examination, and assists dental practitioners, Hygienists and Therapists in providing care and treatment",human_mapping_review_required
M325102-M01,M325102,325102,Dental Hygienist,ESCO 1.2.1,2261.3,dental hygienist,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/d18deca3-3063-4970-9ddc-e3c70404a28c,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Dental hygienists work in cleaning and polishing teeth, supra- and sub-gingival scaling of the teeth, application of prophylactic materials to the teeth, collecting data, administering comprehensive advice on oral hygiene and the care of the mouth, according to patients` needs under the supervision of dental practitioners following her/his directions.",crosswalk_reviewed_in_source_project
M325102-M03,M325102,325102,Dental Hygienist,NOC 2021 Version 1.0,32111,Dental hygienists and dental therapists,title_similarity,82,high,32111,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE,"This group performs some or all of the following duties:; Dental hygienists; Conduct patient screening and oral health assessments, including taking vital signs and documenting patient medical and health history",human_mapping_review_required
M325102-M02,M325102,325102,Dental Hygienist,O*NET 31.0,29-1292.00,Dental Hygienists,title_similarity,100,high,29-1292.00,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,Administer oral hygiene care to patients. Assess patient oral hygiene problems or needs and maintain health records. Advise patients on oral health maintenance and disease prevention. May provide advanced care such as providing fluoride treatment or administering topical anesthesia.,human_mapping_review_required
M325102-M04,M325102,325102,Dental Hygienist,OSCA 2024 Version 1.0,269131,Dental Hygienist,title_similarity,100,high,269131,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Assesses, diagnoses, treats, manages and educates to prevent oral disease, and promotes healthy oral behaviours. This may include non-surgical periodontal or gum treatment, preventative services and other oral care",human_mapping_review_required
M325103-M01,M325103,325103,Dental Surgery Assistant Grade U1,ESCO 1.2.1,3251.1,dental chairside assistant,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/bdc74965-1d1a-4f8e-a490-9cf71f494e02,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Dental chairside assistants support dental practitioners in clinical treatments, as preparation and helping in practical execution and follow-up, and administrative tasks under supervision and following the orders of the dental practitioner.",crosswalk_reviewed_in_source_project
M325104-M01,M325104,325104,Dental Therapist Grade U5,ESCO 1.2.1,2261.3,dental hygienist,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/d18deca3-3063-4970-9ddc-e3c70404a28c,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Dental hygienists work in cleaning and polishing teeth, supra- and sub-gingival scaling of the teeth, application of prophylactic materials to the teeth, collecting data, administering comprehensive advice on oral hygiene and the care of the mouth, according to patients` needs under the supervision of dental practitioners following her/his directions.",crosswalk_reviewed_in_source_project
M325301-M01,M325301,325301,Community Health Promoter,ESCO 1.2.1,3253.1,community health worker,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/c7ad889f-10fc-4346-b740-bd479ad82b47,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Community health workers provide advice and information about various health subjects to the community. They can assist with pre- and post-natal care, give nutritional advice and help individuals stop smoking. Community health workers develop health and prevention programmes.",crosswalk_reviewed_in_source_project
M325301-M02,M325301,325301,Community Health Promoter,O*NET 31.0,21-1094.00,Community Health Workers,title_similarity,67,medium,21-1094.00,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,"Promote health within a community by assisting individuals to adopt healthy behaviors. Serve as an advocate for the health needs of individuals by assisting community residents in effectively communicating with healthcare providers or social service agencies. Act as liaison or advocate and implement programs that promote, maintain, and improve individual and overall community health. May deliver health-related preventive services such as blood pressure, glaucoma, and hearing screenings. May collect data to help identify community health needs.",human_mapping_review_required
M325302-M01,M325302,325302,Village Health Worker,ESCO 1.2.1,3253.1,community health worker,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/c7ad889f-10fc-4346-b740-bd479ad82b47,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Community health workers provide advice and information about various health subjects to the community. They can assist with pre- and post-natal care, give nutritional advice and help individuals stop smoking. Community health workers develop health and prevention programmes.",crosswalk_reviewed_in_source_project
M325302-M02,M325302,325302,Village Health Worker,O*NET 31.0,21-1094.00,Community Health Workers,title_similarity,67,medium,21-1094.00,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,"Promote health within a community by assisting individuals to adopt healthy behaviors. Serve as an advocate for the health needs of individuals by assisting community residents in effectively communicating with healthcare providers or social service agencies. Act as liaison or advocate and implement programs that promote, maintain, and improve individual and overall community health. May deliver health-related preventive services such as blood pressure, glaucoma, and hearing screenings. May collect data to help identify community health needs.",human_mapping_review_required
M325302-M03,M325302,325302,Village Health Worker,OSCA 2024 Version 1.0,441331,Mental Health Worker,title_similarity,67,medium,441331,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Assists individuals, families and groups with a range of mental health conditions, and those experiencing emotional difficulties, distress and crisis. Supports and empowers clients to improve their quality of life",human_mapping_review_required
M325303-M01,M325303,325303,Community Nurse Grade U1,ESCO 1.2.1,3253.1,community health worker,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/c7ad889f-10fc-4346-b740-bd479ad82b47,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Community health workers provide advice and information about various health subjects to the community. They can assist with pre- and post-natal care, give nutritional advice and help individuals stop smoking. Community health workers develop health and prevention programmes.",crosswalk_reviewed_in_source_project
M325401-M01,M325401,325401,Optician,ESCO 1.2.1,3254.1,optician,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/6e0e068b-cd5c-4400-8899-54056087fa14,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Opticians help to improve and correct an individual's vision. They fit spectacle lenses and frames, contact lenses, and other devices according to the specifications of the individual. Their scope of practice varies according to national regulations and they might operate according to prescriptions provided by a specialised doctor in ophthalmology or an optometrist in the countries where requested.",crosswalk_reviewed_in_source_project
