metadata_key,metadata_value
d13_quality_fix_20260830.mapping.M321305,"{""role_id"":""M321305"",""masco_code"":""321305"",""esco_code"":""3213.1"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M321401,"{""role_id"":""M321401"",""masco_code"":""321401"",""esco_code"":""2261.4"",""mapping_relation"":""close_match"",""mapping_confidence"":""high"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M321404,"{""role_id"":""M321404"",""masco_code"":""321404"",""esco_code"":""3214.3"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M321502,"{""role_id"":""M321502"",""masco_code"":""321502"",""esco_code"":""2269.15"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M321503,"{""role_id"":""M321503"",""masco_code"":""321503"",""esco_code"":""3114.1.5"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M322101,"{""role_id"":""M322101"",""masco_code"":""322101"",""esco_code"":""2221.2"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M322104,"{""role_id"":""M322104"",""masco_code"":""322104"",""esco_code"":""2221.2"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M324103,"{""role_id"":""M324103"",""masco_code"":""324103"",""esco_code"":""3141.1"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M324107,"{""role_id"":""M324107"",""masco_code"":""324107"",""esco_code"":""3240.2.1"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M324108,"{""role_id"":""M324108"",""masco_code"":""324108"",""esco_code"":""3141.1"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M324109,"{""role_id"":""M324109"",""masco_code"":""324109"",""esco_code"":""3240.2.4"",""mapping_relation"":""close_match"",""mapping_confidence"":""high"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M324110,"{""role_id"":""M324110"",""masco_code"":""324110"",""esco_code"":""3240.2"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M325101,"{""role_id"":""M325101"",""masco_code"":""325101"",""esco_code"":""3251.1"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M325105,"{""role_id"":""M325105"",""masco_code"":""325105"",""esco_code"":""3251.1"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M325106,"{""role_id"":""M325106"",""masco_code"":""325106"",""esco_code"":""2261.3"",""mapping_relation"":""close_match"",""mapping_confidence"":""high"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M325107,"{""role_id"":""M325107"",""masco_code"":""325107"",""esco_code"":""2261.3"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M325302,"{""role_id"":""M325302"",""masco_code"":""325302"",""esco_code"":""3253.1"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M325304,"{""role_id"":""M325304"",""masco_code"":""325304"",""esco_code"":""3253.1"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M325305,"{""role_id"":""M325305"",""masco_code"":""325305"",""esco_code"":""3253.1"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M325505,"{""role_id"":""M325505"",""masco_code"":""325505"",""esco_code"":""3255.1"",""mapping_relation"":""close_match"",""mapping_confidence"":""high"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M325506,"{""role_id"":""M325506"",""masco_code"":""325506"",""esco_code"":""3255.2"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M325601,"{""role_id"":""M325601"",""masco_code"":""325601"",""esco_code"":""3212.2"",""mapping_relation"":""close_match"",""mapping_confidence"":""high"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M325602,"{""role_id"":""M325602"",""masco_code"":""325602"",""esco_code"":""5321.1"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M325606,"{""role_id"":""M325606"",""masco_code"":""325606"",""esco_code"":""2269.8"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M325611,"{""role_id"":""M325611"",""masco_code"":""325611"",""esco_code"":""2269.8.1"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M325613,"{""role_id"":""M325613"",""masco_code"":""325613"",""esco_code"":""2310.1.28"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M325614,"{""role_id"":""M325614"",""masco_code"":""325614"",""esco_code"":""3256.1"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M325615,"{""role_id"":""M325615"",""masco_code"":""325615"",""esco_code"":""3258.2"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M325703,"{""role_id"":""M325703"",""masco_code"":""325703"",""esco_code"":""3257.1"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M325705,"{""role_id"":""M325705"",""masco_code"":""325705"",""esco_code"":""3257.5"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M325712,"{""role_id"":""M325712"",""masco_code"":""325712"",""esco_code"":""7543.10"",""mapping_relation"":""close_match"",""mapping_confidence"":""high"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M325735,"{""role_id"":""M325735"",""masco_code"":""325735"",""esco_code"":""2133.13"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
