"role_id","masco_code","role_title","previous_esco_code","previous_esco_title","chosen_esco_code","chosen_esco_title","esco_code_changed","previous_mapping_relation","mapping_relation","mapping_method","rationale"
"M351125","351125","Assistant Information Technology Officer Grade FA29","3512.4","ICT Technician","3512.4","ICT Technician","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ICT user support and system troubleshooting; engineer/officer/assistant rank is not inferred."
"M351201","351201","Computer Help Desk Technician","3512.1","ICT Help Desk Agent","3512.1","ICT Help Desk Agent","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ICT help-desk/user support."
"M351203","351203","Information Technology Technician","3512.4","ICT Technician","3512.4","ICT Technician","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M351206","351206","Computer Assistant","3512.4","ICT Technician","3512.4","ICT Technician","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ICT user support and system troubleshooting; engineer/officer/assistant rank is not inferred."
"M351207","351207","Communications Assistant (ICT)","3513.2","ICT Network Technician","3513.2","ICT Network Technician","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ICT network/communications technical support, not corporate communication management."
"M351208","351208","Database Assistant","2521.1","Database Administrator","2521.1","Database Administrator","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Database administration support; assistant authority differs from full DBA."
"M351209","351209","Computer Programming Assistant","2514.2","ICT Application Developer","2514.2","ICT Application Developer","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Application programming support; assistant grade and independence differ."
"M351212","351212","Call Centre Trainer","2424.2","Corporate Trainer","2424.2","Corporate Trainer","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Corporate staff training; call-centre specialization is not separately represented."
"M351213","351213","Data Centre Supervisor","3511.1","Data Centre Operator","3511.1","Data Centre Operator","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Data-centre operations; supervisory responsibility needs enrichment."
"M351215","351215","Technical Support Technician","3512.4","ICT Technician","3512.4","ICT Technician","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M351301","351301","Computer Network Technician","3513.2","ICT Network Technician","3513.2","ICT Network Technician","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M351303","351303","Network Security Technician (ICT)","3512.3","ICT Security Technician","3512.3","ICT Security Technician","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M351402","351402","Web Technician","3514.1","Webmaster","3514.1","Webmaster","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent."
"M352101","352101","Audio-Visual Technician Grade N19","3521.1","Audio-Visual Technician","3521.1","Audio-Visual Technician","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M352102","352102","Cinematographer","2654.1.3","Director of Photography","2654.1.3","Director of Photography","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent."
"M352105","352105","Motion Picture Assistant","3435.2","Assistant Video and Motion Picture Director","3435.2","Assistant Video and Motion Picture Director","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
