role_id,role_title,masco_code,masco_code_printed,masco_unit_group_code,d11_esco_code,d11_esco_comparison_codes,chosen_esco_code,chosen_esco_title,chosen_esco_uri,chosen_esco_isco_group,mapping_status,mapping_method,mapping_authority,title_match_type,title_match_score,review_status,use_in_role_skills,production_ready,coverage_note
M352101,Cinematographer,352101,3521-01,3521,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M352102,Motion Picture Assistant,352102,3521-02,3521,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M352103,Sound Mixer,352103,3521-03,3521,,,,,,,ambiguous_exact_title_same_isco_group,Multiple exact ESCO title or alias matches; no code selected.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; manual choice required.
M352104,Ships Radio Officer,352104,3521-04,3521,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M352105,Broadcast Technician,352105,3521-05,3521,,,3521.2,broadcast technician,http://data.europa.eu/esco/occupation/fe4a72af-6206-4d86-90c1-b5fb4b5ba2b2,3521,unique_exact_preferred_title_same_isco_group,Unique normalised exact preferred-label match within the same four-digit group.,official eMASCO title + official ESCO v1.2.1 occupation label; project-derived crosswalk,exact_preferred_label,1.000000,pending_domain_owner_review,True,False,Provisionally usable; not an official published MASCO-to-ESCO crosswalk.
M352106,Land-Base Radio Equipment Technician,352106,3521-06,3521,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M352107,Flight Radio Equipment Technician,352107,3521-07,3521,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M352108,Videographer,352108,3521-08,3521,,,3521.1.2,camera operator,http://data.europa.eu/esco/occupation/6fed206a-ac4d-492b-a81a-5a3a0f2b67bc,3521,unique_exact_alternate_title_same_isco_group,Unique normalised exact alternate-label match within the same four-digit group.,official eMASCO title + official ESCO v1.2.1 alternate label; project-derived crosswalk,exact_alternate_label,1.000000,pending_domain_owner_review,True,False,Provisionally usable; alternate-label match requires domain-owner review.
M352109,Assistant Telecommunications Engineer,352109,3521-09,3521,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M352111,"Audio-Visual Technician Grade N1, N2, N3, N4",352111,3521-11,3521,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M352201,Telecommunications Technician,352201,3522-01,3522,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M363201,Interior Designer,363201,3632-01,3632,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M363206,Carve Technician,363206,3632-06,3632,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M363209,Designer Grade B1,363209,3632-09,3632,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M363301,Gallery/Museum Technician,363301,3633-01,3633,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M363302,Library Technician,363302,3633-02,3633,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M363401,Stage/Broadcast Production Technician,363401,3634-01,3634,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M411106,Economic Affairs Assistant Grade E1,411106,4111-06,4111,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M413202,Data Entry Clerk,413202,4132-02,4132,,,4132.1,data entry clerk,http://data.europa.eu/esco/occupation/6353b3e8-e8f2-4ecb-b230-186927139892,4132,unique_exact_preferred_title_same_isco_group,Unique normalised exact preferred-label match within the same four-digit group.,official eMASCO title + official ESCO v1.2.1 occupation label; project-derived crosswalk,exact_preferred_label,1.000000,pending_domain_owner_review,True,False,Provisionally usable; not an official published MASCO-to-ESCO crosswalk.
M422601,Enumerator/Survey Interviewer,422601,4226-01,4226,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M431101,Auction Clerk,431101,4311-01,4311,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M431102,Audit Clerk,431102,4311-02,4311,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M431103,Credit Control Clerk,431103,4311-03,4311,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M431104,Billing Clerk,431104,4311-04,4311,,,4311.1,billing clerk,http://data.europa.eu/esco/occupation/bafbc672-0ad9-41af-9de8-db0c91a24f9b,4311,unique_exact_preferred_title_same_isco_group,Unique normalised exact preferred-label match within the same four-digit group.,official eMASCO title + official ESCO v1.2.1 occupation label; project-derived crosswalk,exact_preferred_label,1.000000,pending_domain_owner_review,True,False,Provisionally usable; not an official published MASCO-to-ESCO crosswalk.
M431105,Property Clerk,431105,4311-05,4311,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M431106,Cost Clerk,431106,4311-06,4311,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M431107,Office Cash Clerk,431107,4311-07,4311,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M431108,Energy Audit Assistant Technician,431108,4311-08,4311,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M431109,Compliance Assistant,431109,4311-09,4311,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M431110,Audit Assistant Grade W1,431110,4311-10,4311,4311.2,4311.2,4311.2,sales support assistant,http://data.europa.eu/esco/occupation/5c1eba1e-7820-4287-9746-4c5906320100,4311,d11_existing_esco_code,Retained the ESCO code supplied in the D11 dataset.,project_crosswalk_pending_domain_owner_review,non_exact_title,0.619048,pending_domain_owner_review,True,False,Used provisionally because it is part of D11; title alignment is reported separately.
M431201,Statistical Clerk,431201,4312-01,4312,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M431204,Finance Clerk,431204,4312-04,4312,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
